"County","Date","Cases","Deaths"
"Bedford",2020-03-08,0,0
"Bedford",2020-03-09,0,0
"Bedford",2020-03-10,0,0
"Bedford",2020-03-11,0,0
"Bedford",2020-03-12,0,0
"Bedford",2020-03-13,0,0
"Bedford",2020-03-14,0,0
"Bedford",2020-03-15,0,0
"Bedford",2020-03-16,0,0
"Bedford",2020-03-17,0,0
"Bedford",2020-03-18,0,0
"Bedford",2020-03-19,0,0
"Bedford",2020-03-20,0,0
"Bedford",2020-03-21,0,0
"Bedford",2020-03-22,0,0
"Bedford",2020-03-23,0,0
"Bedford",2020-03-24,0,0
"Bedford",2020-03-25,0,0
"Bedford",2020-03-26,0,0
"Bedford",2020-03-27,0,0
"Bedford",2020-03-28,0,0
"Bedford",2020-03-29,0,0
"Bedford",2020-03-30,0,0
"Bedford",2020-03-31,2,0
"Bedford",2020-04-01,3,0
"Bedford",2020-04-02,3,0
"Bedford",2020-04-03,3,0
"Bedford",2020-04-04,4,0
"Bedford",2020-04-05,4,0
"Bedford",2020-04-06,4,0
"Bedford",2020-04-07,4,0
"Bedford",2020-04-08,4,0
"Bedford",2020-04-09,4,0
"Bedford",2020-04-10,3,0
"Bedford",2020-04-11,5,1
"Berks",2020-03-05,0,0
"Berks",2020-03-06,0,0
"Berks",2020-03-07,0,0
"Berks",2020-03-08,0,0
"Berks",2020-03-09,0,0
"Berks",2020-03-10,0,0
"Berks",2020-03-11,0,0
"Berks",2020-03-12,0,0
"Berks",2020-03-13,0,0
"Berks",2020-03-14,0,0
"Berks",2020-03-15,0,0
"Berks",2020-03-16,0,0
"Berks",2020-03-17,0,0
"Berks",2020-03-18,1,0
"Berks",2020-03-19,1,0
"Berks",2020-03-20,5,0
"Berks",2020-03-21,7,0
"Berks",2020-03-22,13,0
"Berks",2020-03-23,14,0
"Berks",2020-03-24,16,0
"Berks",2020-03-25,20,0
"Berks",2020-03-26,36,0
"Berks",2020-03-27,65,0
"Berks",2020-03-28,65,0
"Berks",2020-03-29,68,0
"Berks",2020-03-30,82,0
"Berks",2020-03-31,110,0
"Berks",2020-04-01,151,0
"Berks",2020-04-02,168,1
"Berks",2020-04-03,201,1
"Berks",2020-04-04,235,2
"Berks",2020-04-05,276,3
"Berks",2020-04-06,326,3
"Berks",2020-04-07,369,4
"Berks",2020-04-08,416,7
"Berks",2020-04-09,616,8
"Berks",2020-04-10,720,12
"Berks",2020-04-11,930,19
"Blair",2020-03-05,0,0
"Blair",2020-03-06,0,0
"Blair",2020-03-07,0,0
"Blair",2020-03-08,0,0
"Blair",2020-03-09,0,0
"Blair",2020-03-10,0,0
"Blair",2020-03-11,0,0
"Blair",2020-03-12,0,0
"Blair",2020-03-13,0,0
"Blair",2020-03-14,0,0
"Blair",2020-03-15,0,0
"Blair",2020-03-16,0,0
"Blair",2020-03-17,0,0
"Blair",2020-03-18,0,0
"Blair",2020-03-19,0,0
"Blair",2020-03-20,0,0
"Blair",2020-03-21,0,0
"Blair",2020-03-22,0,0
"Blair",2020-03-23,0,0
"Blair",2020-03-24,0,0
"Blair",2020-03-25,0,0
"Blair",2020-03-26,1,0
"Blair",2020-03-27,1,0
"Blair",2020-03-28,2,0
"Blair",2020-03-29,3,0
"Blair",2020-03-30,6,0
"Blair",2020-03-31,4,0
"Blair",2020-04-01,4,0
"Blair",2020-04-02,4,0
"Blair",2020-04-03,4,0
"Blair",2020-04-04,5,0
"Blair",2020-04-05,5,0
"Blair",2020-04-06,5,0
"Blair",2020-04-07,6,0
"Blair",2020-04-08,6,0
"Blair",2020-04-09,6,0
"Blair",2020-04-10,9,0
"Blair",2020-04-11,10,0
"Bradford",2020-03-05,0,0
"Bradford",2020-03-06,0,0
"Bradford",2020-03-07,0,0
"Bradford",2020-03-08,0,0
"Bradford",2020-03-09,0,0
"Bradford",2020-03-10,0,0
"Bradford",2020-03-11,0,0
"Bradford",2020-03-12,0,0
"Bradford",2020-03-13,0,0
"Bradford",2020-03-14,0,0
"Bradford",2020-03-15,0,0
"Bradford",2020-03-16,0,0
"Bradford",2020-03-17,0,0
"Bradford",2020-03-18,0,0
"Bradford",2020-03-19,0,0
"Bradford",2020-03-20,0,0
"Bradford",2020-03-21,0,0
"Bradford",2020-03-22,0,0
"Bradford",2020-03-23,0,0
"Bradford",2020-03-24,1,0
"Bradford",2020-03-25,1,0
"Bradford",2020-03-26,2,0
"Bradford",2020-03-27,2,0
"Bradford",2020-03-28,3,0
"Bradford",2020-03-29,3,0
"Bradford",2020-03-30,3,0
"Bradford",2020-03-31,7,0
"Bradford",2020-04-01,8,0
"Bradford",2020-04-02,8,0
"Bradford",2020-04-03,9,0
"Bradford",2020-04-04,10,0
"Bradford",2020-04-05,10,0
"Bradford",2020-04-06,10,0
"Bradford",2020-04-07,14,0
"Bradford",2020-04-08,15,0
"Bradford",2020-04-09,15,0
"Bradford",2020-04-10,16,0
"Bradford",2020-04-11,18,0
"Bucks",2020-03-05,0,0
"Bucks",2020-03-06,0,0
"Bucks",2020-03-07,0,0
"Bucks",2020-03-08,0,0
"Bucks",2020-03-09,0,0
"Bucks",2020-03-10,2,0
"Bucks",2020-03-11,2,0
"Bucks",2020-03-12,3,0
"Bucks",2020-03-13,3,0
"Bucks",2020-03-14,4,0
"Bucks",2020-03-15,4,0
"Bucks",2020-03-16,5,0
"Bucks",2020-03-17,8,0
"Bucks",2020-03-18,9,0
"Bucks",2020-03-19,12,0
"Bucks",2020-03-20,16,0
"Bucks",2020-03-21,24,0
"Bucks",2020-03-22,32,0
"Bucks",2020-03-23,43,0
"Bucks",2020-03-24,65,0
"Bucks",2020-03-25,86,0
"Bucks",2020-03-26,107,0
"Bucks",2020-03-27,124,0
"Bucks",2020-03-28,152,0
"Bucks",2020-03-29,203,1
"Bucks",2020-03-30,246,4
"Bucks",2020-03-31,286,3
"Bucks",2020-04-01,312,6
"Bucks",2020-04-02,370,6
"Bucks",2020-04-03,446,8
"Bucks",2020-04-04,488,11
"Bucks",2020-04-05,555,13
"Bucks",2020-04-06,619,17
"Bucks",2020-04-07,690,21
"Bucks",2020-04-08,756,22
"Bucks",2020-04-09,871,23
"Bucks",2020-04-10,958,26
"Bucks",2020-04-11,1051,29
"Butler",2020-03-05,0,0
"Butler",2020-03-06,0,0
"Butler",2020-03-07,0,0
"Butler",2020-03-08,0,0
"Butler",2020-03-09,0,0
"Butler",2020-03-10,0,0
"Butler",2020-03-11,0,0
"Butler",2020-03-12,0,0
"Butler",2020-03-13,0,0
"Butler",2020-03-14,0,0
"Butler",2020-03-15,0,0
"Butler",2020-03-16,0,0
"Butler",2020-03-17,0,0
"Butler",2020-03-18,0,0
"Butler",2020-03-19,0,0
"Butler",2020-03-20,0,0
"Butler",2020-03-21,0,0
"Butler",2020-03-22,1,0
"Butler",2020-03-23,5,0
"Butler",2020-03-24,6,0
"Butler",2020-03-25,12,0
"Butler",2020-03-26,19,1
"Butler",2020-03-27,26,1
"Butler",2020-03-28,41,2
"Butler",2020-03-29,47,2
"Butler",2020-03-30,49,2
"Butler",2020-03-31,60,2
"Butler",2020-04-01,64,2
"Butler",2020-04-02,69,2
"Butler",2020-04-03,75,2
"Butler",2020-04-04,84,2
"Butler",2020-04-05,87,2
"Butler",2020-04-06,91,2
"Butler",2020-04-07,107,2
"Butler",2020-04-08,113,2
"Butler",2020-04-09,113,2
"Butler",2020-04-10,123,3
"Butler",2020-04-11,128,3
"Cambria",2020-03-05,0,0
"Cambria",2020-03-06,0,0
"Cambria",2020-03-07,0,0
"Cambria",2020-03-08,0,0
"Cambria",2020-03-09,0,0
"Cambria",2020-03-10,0,0
"Cambria",2020-03-11,0,0
"Cambria",2020-03-12,0,0
"Cambria",2020-03-13,0,0
"Cambria",2020-03-14,0,0
"Cambria",2020-03-15,0,0
"Cambria",2020-03-16,0,0
"Cambria",2020-03-17,0,0
"Cambria",2020-03-18,0,0
"Cambria",2020-03-19,0,0
"Cambria",2020-03-20,0,0
"Cambria",2020-03-21,0,0
"Cambria",2020-03-22,0,0
"Cambria",2020-03-23,1,0
"Cambria",2020-03-24,1,0
"Cambria",2020-03-25,1,0
"Cambria",2020-03-26,1,0
"Cambria",2020-03-27,1,0
"Cambria",2020-03-28,1,0
"Cambria",2020-03-29,1,0
"Cambria",2020-03-30,2,0
"Cambria",2020-03-31,2,0
"Cambria",2020-04-01,3,0
"Cambria",2020-04-02,4,0
"Cambria",2020-04-03,4,0
"Cambria",2020-04-04,6,0
"Cambria",2020-04-05,7,0
"Cambria",2020-04-06,7,0
"Cambria",2020-04-07,7,1
"Cambria",2020-04-08,9,1
"Cambria",2020-04-09,10,1
"Cambria",2020-04-10,11,1
"Cambria",2020-04-11,13,1
"Cameron",2020-03-05,0,0
"Cameron",2020-03-06,0,0
"Cameron",2020-03-07,0,0
"Cameron",2020-03-08,0,0
"Cameron",2020-03-09,0,0
"Cameron",2020-03-10,0,0
"Cameron",2020-03-11,0,0
"Cameron",2020-03-12,0,0
"Cameron",2020-03-13,0,0
"Cameron",2020-03-14,0,0
"Cameron",2020-03-15,0,0
"Cameron",2020-03-16,0,0
"Cameron",2020-03-17,0,0
"Cameron",2020-03-18,0,0
"Cameron",2020-03-19,0,0
"Cameron",2020-03-20,0,0
"Cameron",2020-03-21,0,0
"Cameron",2020-03-22,0,0
"Cameron",2020-03-23,0,0
"Cameron",2020-03-24,0,0
"Cameron",2020-03-25,0,0
"Cameron",2020-03-26,0,0
"Cameron",2020-03-27,0,0
"Cameron",2020-03-28,1,0
"Cameron",2020-03-29,1,0
"Cameron",2020-03-30,1,0
"Cameron",2020-03-31,1,0
"Cameron",2020-04-01,1,0
"Cameron",2020-04-02,1,0
"Cameron",2020-04-03,1,0
"Cameron",2020-04-04,1,0
"Cameron",2020-04-05,1,0
"Cameron",2020-04-06,1,0
"Cameron",2020-04-07,1,0
"Cameron",2020-04-08,1,0
"Cameron",2020-04-09,1,0
"Cameron",2020-04-10,1,0
"Cameron",2020-04-11,1,0
"Carbon",2020-03-05,0,0
"Carbon",2020-03-06,0,0
"Carbon",2020-03-07,0,0
"Carbon",2020-03-08,0,0
"Carbon",2020-03-09,0,0
"Carbon",2020-03-10,0,0
"Carbon",2020-03-11,0,0
"Carbon",2020-03-12,0,0
"Carbon",2020-03-13,0,0
"Carbon",2020-03-14,0,0
"Carbon",2020-03-15,0,0
"Carbon",2020-03-16,0,0
"Carbon",2020-03-17,0,0
"Carbon",2020-03-18,0,0
"Carbon",2020-03-19,0,0
"Carbon",2020-03-20,0,0
"Carbon",2020-03-21,0,0
"Carbon",2020-03-22,0,0
"Carbon",2020-03-23,0,0
"Carbon",2020-03-24,1,0
"Carbon",2020-03-25,1,0
"Carbon",2020-03-26,2,0
"Carbon",2020-03-27,2,0
"Carbon",2020-03-28,3,0
"Carbon",2020-03-29,9,0
"Carbon",2020-03-30,13,0
"Carbon",2020-03-31,17,1
"Carbon",2020-04-01,23,1
"Carbon",2020-04-02,26,1
"Carbon",2020-04-03,34,1
"Carbon",2020-04-04,46,1
"Carbon",2020-04-05,50,1
"Carbon",2020-04-06,59,1
"Carbon",2020-04-07,67,1
"Carbon",2020-04-08,76,1
"Carbon",2020-04-09,83,1
"Carbon",2020-04-10,93,3
"Carbon",2020-04-11,98,3
"Centre",2020-03-05,0,0
"Centre",2020-03-06,0,0
"Centre",2020-03-07,0,0
"Centre",2020-03-08,0,0
"Centre",2020-03-09,0,0
"Centre",2020-03-10,0,0
"Centre",2020-03-11,0,0
"Centre",2020-03-12,0,0
"Centre",2020-03-13,0,0
"Centre",2020-03-14,0,0
"Centre",2020-03-15,0,0
"Centre",2020-03-16,0,0
"Centre",2020-03-17,0,0
"Centre",2020-03-18,0,0
"Centre",2020-03-19,0,0
"Centre",2020-03-20,1,0
"Centre",2020-03-21,1,0
"Centre",2020-03-22,1,0
"Centre",2020-03-23,3,0
"Centre",2020-03-24,7,0
"Centre",2020-03-25,8,0
"Centre",2020-03-26,9,0
"Centre",2020-03-27,11,0
"Centre",2020-03-28,15,0
"Centre",2020-03-29,22,0
"Centre",2020-03-30,24,0
"Centre",2020-03-31,26,0
"Centre",2020-04-01,27,0
"Centre",2020-04-02,28,0
"Centre",2020-04-03,32,0
"Centre",2020-04-04,39,0
"Centre",2020-04-05,43,0
"Centre",2020-04-06,44,0
"Centre",2020-04-07,55,0
"Centre",2020-04-08,57,0
"Centre",2020-04-09,59,0
"Centre",2020-04-10,61,0
"Centre",2020-04-11,69,0
"Chester",2020-03-05,0,0
"Chester",2020-03-06,0,0
"Chester",2020-03-07,0,0
"Chester",2020-03-08,0,0
"Chester",2020-03-09,0,0
"Chester",2020-03-10,0,0
"Chester",2020-03-11,0,0
"Chester",2020-03-12,1,0
"Chester",2020-03-13,2,0
"Chester",2020-03-14,2,0
"Chester",2020-03-15,2,0
"Chester",2020-03-16,2,0
"Chester",2020-03-17,4,0
"Chester",2020-03-18,9,0
"Chester",2020-03-19,10,0
"Chester",2020-03-20,17,0
"Chester",2020-03-21,19,0
"Chester",2020-03-22,23,0
"Chester",2020-03-23,40,0
"Chester",2020-03-24,40,0
"Chester",2020-03-25,54,0
"Chester",2020-03-26,84,0
"Chester",2020-03-27,107,0
"Chester",2020-03-28,116,0
"Chester",2020-03-29,137,0
"Chester",2020-03-30,146,0
"Chester",2020-03-31,159,1
"Chester",2020-04-01,183,1
"Chester",2020-04-02,210,2
"Chester",2020-04-03,226,2
"Chester",2020-04-04,250,2
"Chester",2020-04-05,269,2
"Chester",2020-04-06,307,3
"Chester",2020-04-07,335,6
"Chester",2020-04-08,373,6
"Chester",2020-04-09,425,7
"Chester",2020-04-10,485,9
"Chester",2020-04-11,532,15
"Clarion",2020-03-05,0,0
"Clarion",2020-03-06,0,0
"Clarion",2020-03-07,0,0
"Clarion",2020-03-08,0,0
"Clarion",2020-03-09,0,0
"Clarion",2020-03-10,0,0
"Clarion",2020-03-11,0,0
"Clarion",2020-03-12,0,0
"Clarion",2020-03-13,0,0
"Clarion",2020-03-14,0,0
"Clarion",2020-03-15,0,0
"Clarion",2020-03-16,0,0
"Clarion",2020-03-17,0,0
"Clarion",2020-03-18,0,0
"Clarion",2020-03-19,0,0
"Clarion",2020-03-20,0,0
"Clarion",2020-03-21,0,0
"Clarion",2020-03-22,0,0
"Clarion",2020-03-23,0,0
"Clarion",2020-03-24,0,0
"Clarion",2020-03-25,0,0
"Clarion",2020-03-26,0,0
"Clarion",2020-03-27,0,0
"Clarion",2020-03-28,1,0
"Clarion",2020-03-29,1,0
"Clarion",2020-03-30,1,0
"Clarion",2020-03-31,3,0
"Clarion",2020-04-01,4,0
"Clarion",2020-04-02,4,0
"Clarion",2020-04-03,4,0
"Clarion",2020-04-04,4,0
"Clarion",2020-04-05,5,0
"Clarion",2020-04-06,6,0
"Clarion",2020-04-07,9,0
"Clarion",2020-04-08,8,0
"Clarion",2020-04-09,8,0
"Clarion",2020-04-10,10,0
"Clarion",2020-04-11,15,0
"Clearfield",2020-03-05,0,0
"Clearfield",2020-03-06,0,0
"Clearfield",2020-03-07,0,0
"Clearfield",2020-03-08,0,0
"Clearfield",2020-03-09,0,0
"Clearfield",2020-03-10,0,0
"Clearfield",2020-03-11,0,0
"Clearfield",2020-03-12,0,0
"Clearfield",2020-03-13,0,0
"Clearfield",2020-03-14,0,0
"Clearfield",2020-03-15,0,0
"Clearfield",2020-03-16,0,0
"Clearfield",2020-03-17,0,0
"Clearfield",2020-03-18,0,0
"Clearfield",2020-03-19,0,0
"Clearfield",2020-03-20,0,0
"Clearfield",2020-03-21,0,0
"Clearfield",2020-03-22,0,0
"Clearfield",2020-03-23,0,0
"Clearfield",2020-03-24,1,0
"Clearfield",2020-03-25,2,0
"Clearfield",2020-03-26,2,0
"Clearfield",2020-03-27,2,0
"Clearfield",2020-03-28,2,0
"Clearfield",2020-03-29,2,0
"Clearfield",2020-03-30,4,0
"Clearfield",2020-03-31,4,0
"Clearfield",2020-04-01,4,0
"Clearfield",2020-04-02,4,0
"Clearfield",2020-04-03,5,0
"Clearfield",2020-04-04,7,0
"Clearfield",2020-04-05,7,0
"Clearfield",2020-04-06,7,0
"Clearfield",2020-04-07,7,0
"Clearfield",2020-04-08,7,0
"Clearfield",2020-04-09,7,0
"Clearfield",2020-04-10,8,0
"Clearfield",2020-04-11,9,0
"Clinton",2020-03-05,0,0
"Clinton",2020-03-06,0,0
"Clinton",2020-03-07,0,0
"Clinton",2020-03-08,0,0
"Clinton",2020-03-09,0,0
"Clinton",2020-03-10,0,0
"Clinton",2020-03-11,0,0
"Clinton",2020-03-12,0,0
"Clinton",2020-03-13,0,0
"Clinton",2020-03-14,0,0
"Clinton",2020-03-15,0,0
"Clinton",2020-03-16,0,0
"Clinton",2020-03-17,0,0
"Clinton",2020-03-18,0,0
"Clinton",2020-03-19,0,0
"Clinton",2020-03-20,0,0
"Clinton",2020-03-21,0,0
"Clinton",2020-03-22,0,0
"Clinton",2020-03-23,0,0
"Clinton",2020-03-24,0,0
"Clinton",2020-03-25,0,0
"Clinton",2020-03-26,0,0
"Clinton",2020-03-27,0,0
"Clinton",2020-03-28,0,0
"Clinton",2020-03-29,0,0
"Clinton",2020-03-30,0,0
"Clinton",2020-03-31,0,0
"Clinton",2020-04-01,0,0
"Clinton",2020-04-02,0,0
"Clinton",2020-04-03,1,0
"Clinton",2020-04-04,1,0
"Clinton",2020-04-05,1,0
"Clinton",2020-04-06,3,0
"Clinton",2020-04-07,3,0
"Clinton",2020-04-08,3,0
"Clinton",2020-04-09,4,0
"Clinton",2020-04-10,6,0
"Clinton",2020-04-11,7,0
"Columbia",2020-03-05,0,0
"Columbia",2020-03-06,0,0
"Columbia",2020-03-07,0,0
"Columbia",2020-03-08,0,0
"Columbia",2020-03-09,0,0
"Columbia",2020-03-10,0,0
"Columbia",2020-03-11,0,0
"Columbia",2020-03-12,0,0
"Columbia",2020-03-13,0,0
"Columbia",2020-03-14,0,0
"Columbia",2020-03-15,0,0
"Columbia",2020-03-16,0,0
"Columbia",2020-03-17,0,0
"Columbia",2020-03-18,0,0
"Columbia",2020-03-19,0,0
"Columbia",2020-03-20,0,0
"Columbia",2020-03-21,0,0
"Columbia",2020-03-22,1,0
"Columbia",2020-03-23,1,0
"Columbia",2020-03-24,1,0
"Columbia",2020-03-25,1,0
"Columbia",2020-03-26,3,0
"Columbia",2020-03-27,3,0
"Columbia",2020-03-28,4,0
"Columbia",2020-03-29,6,0
"Columbia",2020-03-30,6,0
"Columbia",2020-03-31,7,0
"Columbia",2020-04-01,8,0
"Columbia",2020-04-02,11,0
"Columbia",2020-04-03,15,0
"Columbia",2020-04-04,20,0
"Columbia",2020-04-05,22,0
"Columbia",2020-04-06,26,0
"Columbia",2020-04-07,42,1
"Columbia",2020-04-08,54,1
"Columbia",2020-04-09,65,2
"Columbia",2020-04-10,81,2
"Columbia",2020-04-11,99,2
"Crawford",2020-03-05,0,0
"Crawford",2020-03-06,0,0
"Crawford",2020-03-07,0,0
"Crawford",2020-03-08,0,0
"Crawford",2020-03-09,0,0
"Crawford",2020-03-10,0,0
"Crawford",2020-03-11,0,0
"Crawford",2020-03-12,0,0
"Crawford",2020-03-13,0,0
"Crawford",2020-03-14,0,0
"Crawford",2020-03-15,0,0
"Crawford",2020-03-16,0,0
"Crawford",2020-03-17,0,0
"Crawford",2020-03-18,0,0
"Crawford",2020-03-19,0,0
"Crawford",2020-03-20,0,0
"Crawford",2020-03-21,0,0
"Crawford",2020-03-22,0,0
"Crawford",2020-03-23,0,0
"Crawford",2020-03-24,0,0
"Crawford",2020-03-25,0,0
"Crawford",2020-03-26,1,0
"Crawford",2020-03-27,1,0
"Crawford",2020-03-28,2,0
"Crawford",2020-03-29,3,0
"Crawford",2020-03-30,4,0
"Crawford",2020-03-31,4,0
"Crawford",2020-04-01,5,0
"Crawford",2020-04-02,5,0
"Crawford",2020-04-03,5,0
"Crawford",2020-04-04,5,0
"Crawford",2020-04-05,7,0
"Crawford",2020-04-06,9,0
"Crawford",2020-04-07,8,0
"Crawford",2020-04-08,8,0
"Crawford",2020-04-09,13,0
"Crawford",2020-04-10,13,0
"Crawford",2020-04-11,15,0
"Cumberland",2020-03-05,0,0
"Cumberland",2020-03-06,0,0
"Cumberland",2020-03-07,0,0
"Cumberland",2020-03-08,0,0
"Cumberland",2020-03-09,0,0
"Cumberland",2020-03-10,0,0
"Cumberland",2020-03-11,0,0
"Cumberland",2020-03-12,3,0
"Cumberland",2020-03-13,3,0
"Cumberland",2020-03-14,5,0
"Cumberland",2020-03-15,5,0
"Cumberland",2020-03-16,5,0
"Cumberland",2020-03-17,10,0
"Cumberland",2020-03-18,10,0
"Cumberland",2020-03-19,11,0
"Cumberland",2020-03-20,11,0
"Cumberland",2020-03-21,11,0
"Cumberland",2020-03-22,11,0
"Cumberland",2020-03-23,12,0
"Cumberland",2020-03-24,13,0
"Cumberland",2020-03-25,13,0
"Cumberland",2020-03-26,15,0
"Cumberland",2020-03-27,16,0
"Cumberland",2020-03-28,22,1
"Cumberland",2020-03-29,22,1
"Cumberland",2020-03-30,24,1
"Cumberland",2020-03-31,36,1
"Cumberland",2020-04-01,38,1
"Cumberland",2020-04-02,41,1
"Cumberland",2020-04-03,45,2
"Cumberland",2020-04-04,54,2
"Cumberland",2020-04-05,58,2
"Cumberland",2020-04-06,68,2
"Cumberland",2020-04-07,77,2
"Cumberland",2020-04-08,84,2
"Cumberland",2020-04-09,88,2
"Cumberland",2020-04-10,96,2
"Cumberland",2020-04-11,105,3
"Dauphin",2020-03-05,0,0
"Dauphin",2020-03-06,0,0
"Dauphin",2020-03-07,0,0
"Dauphin",2020-03-08,0,0
"Dauphin",2020-03-09,0,0
"Dauphin",2020-03-10,0,0
"Dauphin",2020-03-11,0,0
"Dauphin",2020-03-12,0,0
"Dauphin",2020-03-13,0,0
"Dauphin",2020-03-14,0,0
"Dauphin",2020-03-15,0,0
"Dauphin",2020-03-16,0,0
"Dauphin",2020-03-17,0,0
"Dauphin",2020-03-18,0,0
"Dauphin",2020-03-19,0,0
"Dauphin",2020-03-20,0,0
"Dauphin",2020-03-21,0,0
"Dauphin",2020-03-22,1,0
"Dauphin",2020-03-23,1,0
"Dauphin",2020-03-24,4,0
"Dauphin",2020-03-25,10,0
"Dauphin",2020-03-26,13,0
"Dauphin",2020-03-27,18,0
"Dauphin",2020-03-28,23,0
"Dauphin",2020-03-29,35,0
"Dauphin",2020-03-30,36,0
